Segment/Level 1,Family/Level 2,Class/Level 3,Commodity/Level 4,UNSPSC,Seg,Fam,Cla,Com,Notes
Food Service & Hospitality,Food Preparation,Mixing Paddles,,,,,,,
Food Service & Hospitality,Food Preparation,Scoops,,,,,,,
Food Service & Hospitality,Food Preparation,Spatulas,,,,,,,
Food Service & Hospitality,Food Preparation,Squeeze Bottle Dispensers,,,,,,,
Food Service & Hospitality,Food Preparation,Strainers & Skimmers,,,,,,,
Food Service & Hospitality,Food Preparation,Timing and Temperature,,,,,,,
Food Service & Hospitality,Food Preparation,Tongs,,,,,,,
Food Service & Hospitality,Food Preparation,Tools and Accessories,,,,,,,
Food Service & Hospitality,Food Preparation,Wash Down,,,,,,,
Food Service & Hospitality,Food Preparation,Whisks/Whips,,,,,,,
Food Service & Hospitality,Food Preparation,,,,,,,,
Food Service & Hospitality,Food Service Apparel,Aprons,,,,,,,
Food Service & Hospitality,Food Service Apparel,Chef Apparel,,,,,,,
Food Service & Hospitality,Food Service Apparel,Gloves,,,,,,,
Food Service & Hospitality,Food Service Apparel,Hair Restraints,,,,,,,
Food Service & Hospitality,Food Service Apparel,Oven Mitts / Pot Holders,,,,,,,
Food Service & Hospitality,Food Service Apparel,Server Apparel,,,,,,,
Food Service & Hospitality,Food Service Apparel,Ties/Neckerchiefs,,,,,,,
Food Service & Hospitality,Food Service Apparel,Towels,,,,,,,
Food Service & Hospitality,Food Service Apparel,Washdown Clothing,,,,,,,
Food Service & Hospitality,Food Service Apparel,,,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Disposable Food Service,Carry-Out & Take Out,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Disposable Food Service,Catering Items,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Disposable Food Service,Cups,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Disposable Food Service,Disposable Apparel,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Disposable Food Service,Food Containers & Lids,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Disposable Food Service,Food Trays,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Disposable Food Service,Food Wraps,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Disposable Food Service,Tableware & Serving,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Pan Liners,,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Recloseable,,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Reusable Non-Woven,,,,,,,
Food Service & Hospitality,Food Service Bags & Packaging,Supermarket Packaging,,,,,,,
Food Service & Hospitality,Food Storage,Can Storage Racks,,,,,,,
Food Service & Hospitality,Food Storage,Film Wrappers,,,,,,,
Food Service & Hospitality,Food Storage,Food Storage,,,,,,,
Food Service & Hospitality,Food Storage,Food Totes & Boxes,,,,,,,
Food Service & Hospitality,Food Storage,Ingredient Storage,,,,,,,
Food Service & Hospitality,Food Storage,Transport,,,,,,,
Food Service & Hospitality,"Food, Snacks, Beverages & Vending Machines",Coffee & Beverages ,,,,,,,
Food Service & Hospitality,"Food, Snacks, Beverages & Vending Machines","Food, Condiments & Sauces",,,,,,,
Food Service & Hospitality,"Food, Snacks, Beverages & Vending Machines",Snacks & Candies,,,,,,,
Food Service & Hospitality,"Food, Snacks, Beverages & Vending Machines",Vending Machines,,,,,,,
Food Service & Hospitality,Foor Service,Food Service Concession Equipment,,,,,,,
Food Service & Hospitality,Foor Service,Food Service Cookware and Preparation,,,,,,,
Food Service & Hospitality,Foor Service,Food Service Disposables and Dispensers,,,,,,,
Food Service & Hospitality,Foor Service,Food Service Snack Foods and Condiments,,,,,,,
Food Service & Hospitality,Foor Service,Food Service Storage and Transport,,,,,,,
Food Service & Hospitality,Foor Service,"Food Service Tableware, Bar, and Buffet",,,,,,,
Food Service & Hospitality,Guest Room Amenities,,,,,,,,
Food Service & Hospitality,Hospitality Uniforms and Workwear,,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Bowls,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,"Cups, Tumblers, Mugs",,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Dishware,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Disposable Lids,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Drying & Storage Racks,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Food Transport,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Grease Bins,Enclosed Grease Tanks,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Induction Heating Systems,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Meal Delivery Equipment,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Meal Delivery Trays,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Meal Kits,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Menu Forms,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Napkins,,,,,,,
Food Service & Hospitality,Institutional/Health Care Foodservice,Retherm Systems,,,,,,,
Food Service & Hospitality,Laundry Equipment,Drying Racks,,,,,,,
Food Service & Hospitality,Laundry Equipment,Hampers,,,,,,,
Food Service & Hospitality,Laundry Equipment,Ironing Boards,,,,,,,
Food Service & Hospitality,Laundry Equipment,Irons & Steamers,,,,,,,
Food Service & Hospitality,Laundry Equipment,Laundry Bags,,,,,,,
Food Service & Hospitality,Laundry Equipment,Laundry Carts,,,,,,,
Food Service & Hospitality,Laundry Equipment,,,,,,,,
Food Service & Hospitality,Pizza Supplies,Dough Prep & Storage,,,,,,,
Food Service & Hospitality,Pizza Supplies,Pizza Delivery,,,,,,,
Food Service & Hospitality,Pizza Supplies,Pizza Display & Serving,,,,,,,
Food Service & Hospitality,Pizza Supplies,"Pizza Pans, Screens & Trays",,,,,,,
Food Service & Hospitality,Pizza Supplies,Pizza Tools,,,,,,,
Food Service & Hospitality,Warewashing,Base Racks,,,,,,,
Food Service & Hospitality,Warewashing,Glass Racks,,,,,,,
Food Service & Hospitality,Warewashing,Peg Racks,,,,,,,
Food Service & Hospitality,Warewashing,Rack Accessories,,,,,,,
Furniture, ,,,,,,,,
Furniture, ,,,,,,,,
Furniture,Audio Visual Carts,Audio Visual Carts,,,,,,,
Furniture,Audio Visual Carts,Instrument Carts,,,,,,,
Furniture,Auditorium Equipment,Lecterns,Lecterns,,,,,,
Furniture,Auditorium Equipment,Lecterns,Lecterns with Sound Options,,,,,,
Furniture,Auditorium Equipment,Stages & Risers,,,,,,,
Furniture,Bedroom Furniture,Bedroom Furniture,,,,,,,
Furniture,"Beds, Cribs and Mattresses",,,,,,,,
Furniture,Bookcases & Displays,Bookcases,,,,,,,
Furniture,Bookcases & Displays,Display Cases,,,,,,,
Furniture,Bookcases & Displays,Display Panels,,,,,,,
Furniture,Bookcases & Displays,Literature Organizers,,,,,,,
Furniture,Bookcases & Displays,Medical Chart & File Holders,,,,,,,
Furniture,"Chairs, Stools & Benches",Benches,,,,,,,
Furniture,"Chairs, Stools & Benches",Big & Tall,,,,,,,
Furniture,"Chairs, Stools & Benches",Chair & Stool Accessories,,,,,,,
Furniture,"Chairs, Stools & Benches",Chair & Stool Accessories,,,,,,,
Furniture,"Chairs, Stools & Benches",Chair & Stool Accessories,,,,,,,
Furniture,"Chairs, Stools & Benches",Chair & Table Carts,,,,,,,
Furniture,"Chairs, Stools & Benches",Chair Mats,,,,,,,
Furniture,"Chairs, Stools & Benches",Chairs & Sofas,,,,,,,
Furniture,"Chairs, Stools & Benches",Chairs & Sofas,,,,,,,
Furniture,"Chairs, Stools & Benches",Chairs & Sofas,,,,,,,
Furniture,"Chairs, Stools & Benches",Chairs & Sofas,,,,,,,
Furniture,"Chairs, Stools & Benches",Church Chairs,,,,,,,
Furniture,"Chairs, Stools & Benches",Cushions & Accessories,,,,,,,
Furniture,"Chairs, Stools & Benches",Fabric Upholstered,,,,,,,
Furniture,"Chairs, Stools & Benches",Folding Chairs,,,,,,,
Furniture,"Chairs, Stools & Benches",Leather Upholstered,,,,,,,
Furniture,"Chairs, Stools & Benches",Mesh,,,,,,,
Furniture,"Chairs, Stools & Benches",Plastic Seat & Back,,,,,,,
Furniture,"Chairs, Stools & Benches",Polyurethane ,,,,,,,
Furniture,"Chairs, Stools & Benches",Recliner,,,,,,,
Furniture,"Chairs, Stools & Benches",Restaurant & Lunchroom Seating,Restaurant Seating,,,,,,
Furniture,"Chairs, Stools & Benches",Restaurant Chairs,,,,,,,
Furniture,"Chairs, Stools & Benches",Stackable,,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,Big & Tall,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,Fabric Upholstered,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,Leather Upholstered,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,Mesh,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,Plastic,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,Polyurethane,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,Restaurant & Bar Stools,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,Sit-Stand & Perch Stools,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,Steel & Wood,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,Vinyl Upholstered,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,,,,,,,
Furniture,"Chairs, Stools & Benches",Stools,,,,,,,
Furniture,"Chairs, Stools & Benches",Vinyl Upholstered,,,,,,,
Furniture,Computer Furniture,Cell Phone Accessories,,,,,,,
Furniture,Computer Furniture,Computer & Laptop Accessories,,,,,,,
Furniture,Computer Furniture,Computer Cabinets,,,,,,,
Furniture,Computer Furniture,Computer Desks & Workstations,,,,,,,
Furniture,Computer Furniture,Computer Monitor Accessories,,,,,,,
Furniture,Computer Furniture,LAN Stations,,,,,,,
Furniture,Computer Furniture,Laptop Charging Carts & Cabinets,,,,,,,
Furniture,Computer Furniture,Laptop Security Carts & Cabinets,,,,,,,
Furniture,Computer Furniture,Mobile Computer Carts,,,,,,,
Furniture,Computer Furniture,Network Cabinets & Server Racks,,,,,,,
Furniture,Computer Furniture,Network Rack Accessories,,,,,,,
Furniture,Computer Furniture,Orbit Computer Workstations,,,,,,,
Furniture,Computer Furniture,Printer Stands,,,,,,,
Furniture,Computer Furniture,Tablet Accessories,,,,,,,
Furniture,Correctional Facility Furniture,Correctional Bedding,,,,,,,
Furniture,Correctional Facility Furniture,Correctional Mirrors & Accessories,,,,,,,
Furniture,Correctional Facility Furniture,Correctional Storage & Shelving,,,,,,,
Furniture,Correctional Facility Furniture,Correctional Tables,,,,,,,
Furniture,Correctional Facility Furniture,Prison Benches and Seating,,,,,,,
Furniture,Entertainment Furniture,Game Room Furniture,,,,,,,
Furniture,Entertainment Furniture,TV Consoles & Tables,,,,,,,
Furniture,Entertainment Furniture,Wine Display Racks,,,,,,,
Furniture,Exercise Equipment,,,,,,,,
Furniture,Hotel & Hospitality,Hotel Banquet Furniture,,,,,,,
Furniture,Hotel & Hospitality,Hotel Bed & Bath Linens,,,,,,,
Furniture,Hotel & Hospitality,Hotel Electronics & Appliances,,,,,,,
Furniture,Hotel & Hospitality,Hotel Presentation Material,,,,,,,
Furniture,Hotel & Hospitality,Hotel Room Furniture,,,,,,,
Furniture,Indoor Furnishings,,,,,,,,
Furniture,Luggage Carts and Racks,,,,,,,,
Furniture,Mailroom Furniture,Mailroom-Equipment,,,,,,,
Furniture,Office Decor,"Artificial Plants, Trees & Flowers",,,,,,,
Furniture,Office Decor,Mirrors,,,,,,,
Furniture,Office Decor,Modular Storage,,,,,,,
Furniture,Office Furniture,"Coat Racks, Hooks & Shelving",,,,,,,
Furniture,Office Furniture,Desks,Adjustable Standing Desks,,,,,,
Furniture,Office Furniture,Desks,Desk Shell Collections,,,,,,
Furniture,Office Furniture,Desks,Desktop Dividers & Partitions,,,,,,
Furniture,Office Furniture,Desks,Office Bundles & Kits,,,,,,
Furniture,Office Furniture,Desks,Steel Office Collections,,,,,,
Furniture,Office Furniture,Desks,Wood & Laminate Office Collections,,,,,,
Furniture,Office Furniture,Desks,,,,,,,
Furniture,Office Furniture,Drafting Tables & Tools,Drafting Tools & Templates,,,,,,
Furniture,Office Furniture,"File Cabinets, Credenzas & Bookcases",Blue Print,,,,,,
Furniture,Office Furniture,"File Cabinets, Credenzas & Bookcases",Bookcases,,,,,,
Furniture,Office Furniture,"File Cabinets, Credenzas & Bookcases",File Cabinets & Storage,,,,,,
Furniture,Office Furniture,"File Cabinets, Credenzas & Bookcases",File Cabinets & Storage,,,,,,
Furniture,Office Furniture,"File Cabinets, Credenzas & Bookcases",Fireproof,,,,,,
Furniture,Office Furniture,"File Cabinets, Credenzas & Bookcases",High Capacity,,,,,,
Furniture,Office Furniture,"File Cabinets, Credenzas & Bookcases",Lateral,,,,,,
Furniture,Office Furniture,"File Cabinets, Credenzas & Bookcases",Media,,,,,,
Furniture,Office Furniture,"File Cabinets, Credenzas & Bookcases",Rotary,,,,,,
Furniture,Office Furniture,"File Cabinets, Credenzas & Bookcases",Vertical,,,,,,
Furniture,Office Partitions & Room Dividers,"Office Cubicle Partitions, Workstations & Accessories",Office Cubicle Partitions,,,,,,
Furniture,Office Partitions & Room Dividers,Office Partition Panels,,,,,,,
Furniture,Office Partitions & Room Dividers,Panel Accessories,,,,,,,
Furniture,Office Partitions & Room Dividers,Portable Room Dividers,,,,,,,
Furniture,Office Partitions & Room Dividers,Privacy Pods & Phone Booth Offices,,,,,,,
Furniture,Reception Furniture,Reception Desks,,,,,,,
Furniture,Reception Furniture,Reception Seating,,,,,,,
Furniture,Reception Furniture,Reception Tables,,,,,,,
Furniture,Replacement Parts,,,,,,,,
Furniture,Salon & Spa Equipment,Pedicure Spa Chairs,,,,,,,
Furniture,Salon & Spa Equipment,Salon Chairs,,,,,,,
Furniture,Salon & Spa Equipment,Salon Equipment & Storage,,,,,,,
Furniture,Salon & Spa Equipment,Salon Pedicure Carts,,,,,,,
Furniture,Salon & Spa Equipment,Salon Tables & Desks,,,,,,,
Furniture,Salon & Spa Equipment,Shampoo Stations,,,,,,,
Furniture,School Furniture,Art & Technical,,,,,,,
Furniture,School Furniture,Classroom & School  Chairs,,,,,,,
Furniture,School Furniture,Classroom & School Desks,,,,,,,
Furniture,School Furniture,Classroom & School Tables,,,,,,,
Furniture,School Furniture,Dorm Room Furniture,,,,,,,
Furniture,School Furniture,Gymnasium & Sports Equipment,,,,,,,
Furniture,School Furniture,Library Furniture,,,,,,,
Furniture,School Furniture,Library Furniture,,,,,,,
Furniture,School Furniture,Music Room,,,,,,,
Furniture,School Furniture,Preschool Cubbies,,,,,,,
Furniture,School Furniture,Preschool Furniture,,,,,,,
Furniture,School Furniture,Preschool Lockers,,,,,,,
Furniture,School Furniture,Preschool Play,,,,,,,
Furniture,School Furniture,Science & Laboratory,,,,,,,
Furniture,Tables,Adjustable Standing Tables,,,,,,,
Furniture,Tables,All Purpose Tables,,,,,,,
Furniture,Tables,Cafeteria Tables,,,,,,,
Furniture,Tables,Collaboration Tables,,,,,,,
Furniture,Tables,Conference Tables,,,,,,,
Furniture,Tables,Folding Tables,,,,,,,
Furniture,Tables,Restaurant | Breakroom Tables,,,,,,,
Furniture,Tables,Training Tables,,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Animal Housing & Livestock,Farm & Ranch Supplies,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Animal Housing & Livestock,Gates and Panels,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Dog Park & Veterinary Supplies,Bowls & Feeders,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Dog Park & Veterinary Supplies,Carriers,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Dog Park & Veterinary Supplies,Dog Park Equipment,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Dog Park & Veterinary Supplies,Kennel Heat Mats,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Dog Park & Veterinary Supplies,Kennels & Dog Houses,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Dog Park & Veterinary Supplies,Pet Shampoos,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Dog Park & Veterinary Supplies,Treats,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Dog Park & Veterinary Supplies,Waste Bags,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Dog Park & Veterinary Supplies,,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Farm & Livestock Equipment,Barrel Racing Equipment,, , ,,,
Grounds Maintenance & Landscaping,Animal Equipment,Farm & Livestock Equipment,Livestock Feeders & Waterers,, , ,,,
Grounds Maintenance & Landscaping,Animal Equipment,Farm & Livestock Equipment,Livestock Housing & Pens,,,,,,
Grounds Maintenance & Landscaping,Animal Equipment,Farm & Livestock Equipment,Stable & Barn Equipment,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Benches & Picnic Tables,Benches  - Aluminum,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Benches & Picnic Tables,Benches - Concrete,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Benches & Picnic Tables,Benches - Plastic/Recycled Plastic,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Benches & Picnic Tables,Benches - Steel,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Benches & Picnic Tables,Benches - Wood,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Benches & Picnic Tables,Picnic Tables - Aluminum,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Benches & Picnic Tables,Picnic Tables - Concrete,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Benches & Picnic Tables,Picnic Tables - Plastic/Recycled Plastic,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Benches & Picnic Tables,Picnic Tables - Steel,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Benches & Picnic Tables,Picnic Tables - Wood,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,"Bikes, Racks, and Storage",Bike-Industrial Bicycles & Tricycles,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Bleachers,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,"Chaises, Loungers & Daybeds",,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Flags & Accessories,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Grills & Fire Rings,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Outdoor Chairs,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Outdoor Decor,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Outdoor Message Boards & Signs,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Outdoor Tables,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Patio Furniture & Sets,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Picnic Supplies,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Towel Valets,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,Umbrellas & Bases,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Furniture & Equipment,,,,,,,,
Grounds Maintenance & Landscaping,Outdoor Hardware,Fencing and Fencing Hardware,Border,,,,,,
Grounds Maintenance & Landscaping,Outdoor Hardware,Fencing and Fencing Hardware,Chain Link,,,,,,
