Segment/Level 1,Family/Level 2,Class/Level 3,Commodity/Level 4,UNSPSC,Seg,Fam,Cla,Com,Notes
Tools and Test Equipment,Dimensional Measuring Tools,,,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Flow Measuring Instruments,Flow Sight Glasses & Flow Sights,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Flow Measuring Instruments,Flow Sight Glasses & Flow Sights,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Flow Measuring Instruments,Flow Switches,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Flow Measuring Instruments,Flowmeters,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Level Measuring Instruments,Liquid Level Controllers & Meters,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Level Measuring Instruments,Liquid Level Gauges,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Level Measuring Instruments,Liquid Level Measuring Instrument Accessories,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Level Measuring Instruments,Liquid Level Sensors & Probes,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Level Measuring Instruments,Liquid Level Sight Gauges & Glasses,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Level Measuring Instruments,Liquid Level Sight Gauges & Glasses,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Level Measuring Instruments,Liquid Level Sight Gauges & Glasses,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Level Measuring Instruments,Liquid Level Switches & Kits,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Level Measuring Instruments,Liquid Level Switches & Kits,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Level Measuring Instruments,Liquid Level Transmitters,,,,,,
Tools and Test Equipment,Flow & Level Measuring Instruments,Liquid Level Measuring Instruments,Vented Oil-Level Indicators & Gauges,,,,,,
Tools and Test Equipment,Gauges,Pressure Gauges,Digital Pressure Gauges,,,,,,
Tools and Test Equipment,Gauges,Pressure Gauges,Gauge Accessories,,,,,,
Tools and Test Equipment,Gauges,Pressure Gauges,General Purpose Gauges,,,,,,
Tools and Test Equipment,Gauges,Pressure Gauges,Hydraulic Gauges,,,,,,
Tools and Test Equipment,Gauges,Pressure Gauges,Industrial Gauges,,,,,,
Tools and Test Equipment,Gauges,Pressure Gauges,Low Pressure Gauges,,,,,,
Tools and Test Equipment,Hand Tools,"Benders, Strippers & Crimpers",Conduit & Cable Benders,,,,,,
Tools and Test Equipment,Hand Tools,"Benders, Strippers & Crimpers",Crimper Dies,,,,,,
Tools and Test Equipment,Hand Tools,"Benders, Strippers & Crimpers",Crimpers,,,,,,
Tools and Test Equipment,Hand Tools,"Benders, Strippers & Crimpers",Seamers & Crimpers For HVAC,,,,,,
Tools and Test Equipment,Hand Tools,"Benders, Strippers & Crimpers",Wire & Cable Stripper Accessories,,,,,,
Tools and Test Equipment,Hand Tools,"Benders, Strippers & Crimpers",Wire & Cable Strippers,,,,,,
Tools and Test Equipment,Hand Tools,"Benders, Strippers & Crimpers",,,,,,,
Tools and Test Equipment,Hand Tools,"Bolt, Screw & Nut Removers",Bolt & Screw Extractors,,,,,,
Tools and Test Equipment,Hand Tools,"Bolt, Screw & Nut Removers",Bolt Extractor Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Bolt, Screw & Nut Removers",Hex Bolt Removers,,,,,,
Tools and Test Equipment,Hand Tools,"Bolt, Screw & Nut Removers",Nut Splitters,,,,,,
Tools and Test Equipment,Hand Tools,Chisels & Shears,Chisel & Punch Sets,,,,,,
Tools and Test Equipment,Hand Tools,Chisels & Shears,Chisel Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Chisels & Shears,Chisel Sets,,,,,,
Tools and Test Equipment,Hand Tools,Chisels & Shears,Chisels,,,,,,
Tools and Test Equipment,Hand Tools,Chisels & Shears,Glass Cutters,,,,,,
Tools and Test Equipment,Hand Tools,Chisels & Shears,Scissors & Shears,,,,,,
Tools and Test Equipment,Hand Tools,Chisels & Shears,Snip & Shear Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Chisels & Shears,Snip & Shear Sets,,,,,,
Tools and Test Equipment,Hand Tools,Chisels & Shears,Snips,,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall",Bits - Rotary,,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall",Cold Chisels,,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall",Compaction Equipment,,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall",Concrete and Cement Mixers,,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall","Concrete Brooms, Brushes & Lines",,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall",Concrete Nippers & Rebar Tools,,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall",Demolition Hammers,,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall",Drywall Maintenance,,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall",Dust Extraction Vacuums & Tool Attachments ,,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall",Pavement Breakers,,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall",Trowels & Floats,,,,,,
Tools and Test Equipment,Hand Tools,"Concrete, Masonry & Drywall",,,,,,,
Tools and Test Equipment,Hand Tools,Drywall and Plastering Tools,,,,,,,
Tools and Test Equipment,Hand Tools,Files,,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Ball Pein & Cross Pein Hammers,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Chisels,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Dead Blow & Non-Marring Hammers,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Dead Blow & Non-Marring Hammers,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Dead Blow & Non-Marring Hammers,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Demolition Hammers,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Demolition Hammers,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammer & Mallet Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Automotive,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Ball Pein,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Blacksmith,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Dead Blow,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Drilling,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Framing,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Masonry,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Nail,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Non-Sparking,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Sledge,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Soft Face,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hammers-Specialty,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Hatchets & Axes,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Nail & Framing Hammers,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Pry Bar Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Pry Bars,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Pry Bars,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Punches,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Replacement Handles,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools","Replacement Handles, Heads & Faces",,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools","Replacement Handles, Heads & Faces",,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Trade Hammers,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Wedges,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",Welders & Chipping Hammers,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",,,,,,,
Tools and Test Equipment,Hand Tools,"Hammers, Chisels, & Striking Tools",,,,,,,
Tools and Test Equipment,Hand Tools,Hand Tool Kits,Carpet Tool Kits,,,,,,
Tools and Test Equipment,Hand Tools,Hand Tool Kits,,,,,,,
Tools and Test Equipment,Hand Tools,Hand Tool Kits,,,,,,,
Tools and Test Equipment,Hand Tools,"Hex Keys, Drivers & Bits",Hex Insert Bits,,,,,,
Tools and Test Equipment,Hand Tools,"Hex Keys, Drivers & Bits",Hex Key Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Hex Keys, Drivers & Bits",Hex Screwdrivers,,,,,,
Tools and Test Equipment,Hand Tools,"Hex Keys, Drivers & Bits",Long Arm Hex Keys,,,,,,
Tools and Test Equipment,Hand Tools,"Hex Keys, Drivers & Bits",Short Arm Hex Keys,,,,,,
Tools and Test Equipment,Hand Tools,"Hex Keys, Drivers & Bits",T-Handle Hex Keys,,,,,,
Tools and Test Equipment,Hand Tools,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools","Chisels, Nail Sets & Punches",,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Fixed Blade Knives,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Flooring Knives,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Folding Knives,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Hobby Knives,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Knife Accessories,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Knife Blades,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Knife Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Knives-Hobby,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Multi-Tool Parts & Accessories,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Multi-Tools,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Multi-Tools,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Pocket & Folding Knives,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Scrapers & Putty Knives,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Self-Healing Cutting Mats,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Self-Healing Cutting Mats,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Slitting & Splicing Knives,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Utility Knife Replacement Blades,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",Utility Knives ,,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools","Utility Knives, Snap Blades & Box Cutters",,,,,,
Tools and Test Equipment,Hand Tools,"Knives, Blades, Scrapers & Multi-Tools",,,,,,,
Tools and Test Equipment,Hand Tools,Marking Tools,,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Bent Nose Pliers,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Cutting Pliers,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Diagonal Cutting,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories","End Cutters, Nippers & Rebar Cutting",,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Linesman,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories","Lock Ring, Snap Ring & Retaining Ring",,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Locking Pliers,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Locking Pliers & Hand Clamps,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Long Nose (Needle Nose),,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Long Nose Pliers,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Mixed Plier Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Plier Accessories,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Plier Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Pliers,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Retaining Ring Pliers,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Retaining Ring Pliers,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Slip Joint,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Slip Joint Pliers,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Tongue & Groove,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Tongue & Groove Pliers,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",Wire Stripping & Crimping,,,,,,
Tools and Test Equipment,Hand Tools,"Pliers, Plier Sets & Accessories",,,,,,,
Tools and Test Equipment,Hand Tools,Pullers and Separators,,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Hand Hex & Torx Bit Sockets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Hand Sockets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Hand Sockets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Hex & Torx Bit Socket Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Impact Hex & Torx Bit Sockets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Impact Sockets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Impact Sockets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Nut Drivers,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Ratchet & Socket Extension Accessories,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories","Ratchet Handles, Extensions & Adapters",,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Ratchet Repair Kits,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Ratchets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Screwdriver & Drag Link Sockets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Socket Adapter & Universal Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Socket Adapters & Universal Joints,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Socket Drivers,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Socket Extension Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Socket Extensions,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Socket Handles,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Socket Holders & Trays,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Socket Retaining Rings,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Socket Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Socket Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",Specialty Sockets,,,,,,
Tools and Test Equipment,Hand Tools,"Ratches, Sockets, and Accessories",,,,,,,
Tools and Test Equipment,Hand Tools,Replacement Parts,,,,,,,
Tools and Test Equipment,Hand Tools,Rivet & Threaded Insert Tools,Hand Riveters,,,,,,
Tools and Test Equipment,Hand Tools,Rivet & Threaded Insert Tools,Hand Squeezers,,,,,,
Tools and Test Equipment,Hand Tools,Rivet & Threaded Insert Tools,Rivet & Threaded Insert Kits & Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Rivet & Threaded Insert Tools,Rivet & Threaded Insert Kits & Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Rivet & Threaded Insert Tools,Rivet Nut Installation Tools,,,,,,
Tools and Test Equipment,Hand Tools,Rivet & Threaded Insert Tools,Threaded Insert Installation Tools,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Carpenter,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Coping,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Hacksaws,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Hacksaws,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Hand & Panel,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Handsaws,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Miter,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Miter Boxes & Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Panel & Ripping,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Pull & Jab,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Replacement Handsaw Blades,,,,,,
Tools and Test Equipment,Hand Tools,"Saws, Chisels & Shears",Woodcarving Tools,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Awls,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Bit Screwdrivers & Bits,20121607,20,12,16,7,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Bit Screwdrivers & Bits,20121607,20,12,16,7,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Bit Screwdrivers & Bits,20121607,20,12,16,7,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Bit Screwdrivers & Bits,20121607,20,12,16,7,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Bit Screwdrivers & Bits,20121607,20,12,16,7,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Bit Screwdrivers & Bits,20121607,20,12,16,7,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Bit Screwdrivers & Bits,20121607,20,12,16,7,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Bits-Fastener Drive,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Bits-Screw & Bolt Extractors,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Hex Drive Bits,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Hex Drive Bits,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Hex Drivers & Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Hex Drivers & Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Hex Drivers & Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Hex Keys & Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Hex Keys & Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Hex Keys & Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Nutdriver Sets,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Nutdrivers,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Offset Screwdrivers,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Phillips Screwdrivers,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Precision & Specialty Screwdrivers,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Screwdriver Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Screwdriver Extensions,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Screwdriver Sets,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Screwdrivers-ESD,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Screwdrivers-Multi-Bit,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Screwdrivers-Nut Drivers,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Screwdrivers-Philips Tip,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Screwdrivers-Precision & Jewelers,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Screwdrivers-Set,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Screwdrivers-Standard Flat Tip,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Screwdrivers-Torx Tip,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Slotted Screwdrivers,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,Torque Limiting Screwdrivers,,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,"Torx Keys, Drivers & Bits",,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,"Torx Keys, Drivers & Bits",,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,"Torx Keys, Drivers & Bits",,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,"Torx Keys, Drivers & Bits",,,,,,
Tools and Test Equipment,Hand Tools,Screwdrivers & Hex Keys,,,,,,,
Tools and Test Equipment,Hand Tools,Scribes & Awls,Awls,,,,,,
Tools and Test Equipment,Hand Tools,Scribes & Awls,Scribe & Probe Sets,,,,,,
Tools and Test Equipment,Hand Tools,Scribes & Awls,Scribe Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Scribes & Awls,Scribes,,,,,,
Tools and Test Equipment,Hand Tools,"Staplers, Tackers, and Accessories",Staple Pullers & Removers,,,,,,
Tools and Test Equipment,Hand Tools,"Staplers, Tackers, and Accessories",Staplers & Staple Guns,,,,,,
Tools and Test Equipment,Hand Tools,"Staplers, Tackers, and Accessories",Staples,,,,,,
Tools and Test Equipment,Hand Tools,"Staplers, Tackers, and Accessories",,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Bench-Mount & Portable Punches & Die Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Dies - Hexagon,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Grommet Kits,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Knockout Kits,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Punch Accessories,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Punch and Die Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Punch Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Punches,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Taps - Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Taps - Taper Pipe,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Taps & Dies,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",Transfer Screw Sets,,,,,,
Tools and Test Equipment,Hand Tools,"Taps, Punches & Dies",,,,,,,
Tools and Test Equipment,Hand Tools,Tool Tethering,,,,,,,
Tools and Test Equipment,Hand Tools,Tweezers & Retrieving Tools,Pin Vise Sets,,,,,,
Tools and Test Equipment,Hand Tools,Tweezers & Retrieving Tools,Pin Vises,,,,,,
Tools and Test Equipment,Hand Tools,Tweezers & Retrieving Tools,Retrieving Tool Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Tweezers & Retrieving Tools,Retrieving Tool Kits,,,,,,
Tools and Test Equipment,Hand Tools,Tweezers & Retrieving Tools,Retrieving Tools,,,,,,
Tools and Test Equipment,Hand Tools,Tweezers & Retrieving Tools,Tongs,,,,,,
Tools and Test Equipment,Hand Tools,Tweezers & Retrieving Tools,Tweezer & Tong Sets,,,,,,
Tools and Test Equipment,Hand Tools,Tweezers & Retrieving Tools,Tweezers,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Adjustable Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Adjustable Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Box End Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Box Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Combination Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Combination Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Crowfoot Wrench Sets,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Crowfoot Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Flare Nut Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Open End Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Open End Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Pipe & Plumbing Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Pipe Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Socket Wrenches,,,,,,
